"","temperature_main","temperature_main","ASPump","FBRM","L50","L90","L10","W10","W50","W90","stirrer_main","SOLUPump","SOLVPump","SeedPump","Scale","CLEPump","Valve_position","stirrer_seed","stirrer_solution","CED10","CED50","CED90"
Time,H01:External T,H01:T Setpt,File  W: AS flow ,OPC R: Counts ,OPC R: L50 ,OPC R: L90 ,OPC R: L10 ,OPC R: W10 ,OPC R: W50 ,OPC R: W90 ,S01:Stirrer speed  (Setpt),P02:Pump speed  (Setpt),P01:Pump speed  (Setpt),P03:Pump speed  (Setpt),File R: AS Scale ,P04:Pump speed  (Setpt),File  W: Valve state,S02:Stirrer speed  (Setpt),S03:Stirrer speed  (Setpt),OPC R: CED10 micron,OPC R: CED50 micron,OPC R: CED90 micron
min,C,C,RPM,Counts,micron,micron,micron,micron,micron,micron,RPM,RPM,RPM,RPM,g,RPM,,RPM,RPM,,,
583.092,25.000,25.000,0.000,14932.635,49.762,155.789,16.527,9.075,15.270,27.669,350.000,0.000,0.000,0.000,915.000,0.000,0.000,310.000,200.000,13.582,27.190,60.169
583.199,25.000,25.000,0.000,14932.635,49.762,155.789,16.527,9.075,15.270,27.669,350.000,0.000,0.000,0.000,915.000,0.000,0.000,310.000,200.000,13.582,27.190,60.169
583.309,25.000,25.000,0.000,14908.760,49.762,155.789,16.527,9.075,15.270,27.669,350.000,0.000,0.000,0.000,915.000,0.000,0.000,310.000,200.000,13.582,27.190,60.169
583.420,25.000,25.000,0.000,14802.870,49.762,155.789,16.527,9.075,15.270,27.669,350.000,0.000,0.000,0.000,914.950,0.000,0.000,310.000,200.000,13.582,27.190,60.169
583.526,25.000,25.000,0.000,14802.870,49.762,155.789,16.527,9.075,15.270,27.669,350.000,0.000,0.000,0.000,915.000,0.000,0.000,310.000,200.000,13.144,26.698,60.624
583.632,25.000,25.000,0.000,14707.037,49.301,157.051,16.013,8.750,14.915,26.972,350.000,0.000,0.000,0.000,915.000,0.000,0.000,310.000,200.000,13.144,26.698,60.624
583.742,25.010,25.000,0.000,14707.037,49.301,157.051,16.013,8.750,14.915,26.972,350.000,0.000,0.000,0.000,915.000,0.000,0.000,310.000,200.000,13.144,26.698,60.624
583.852,25.000,25.000,0.000,14762.714,49.301,157.051,16.013,8.750,14.915,26.972,350.000,0.000,0.000,0.000,915.000,0.000,0.000,310.000,200.000,13.144,26.698,60.624
583.960,25.000,25.000,0.000,14679.029,49.301,157.051,16.013,8.750,14.915,26.972,350.000,0.000,0.000,0.000,915.000,0.000,0.000,310.000,200.000,13.144,26.698,60.624
584.071,25.000,25.000,0.000,14679.029,49.301,157.878,16.091,9.087,15.405,28.448,350.000,0.000,0.000,0.000,915.000,0.000,0.000,310.000,200.000,13.430,27.226,60.885
584.182,25.010,25.000,0.000,14647.396,49.616,157.878,16.091,9.087,15.405,28.448,350.000,0.000,0.000,0.000,915.000,0.000,0.000,310.000,200.000,13.430,27.226,60.885
584.294,25.000,25.000,0.000,14573.927,49.616,157.878,16.091,9.087,15.405,28.448,350.000,0.000,0.000,0.000,915.000,0.000,0.000,310.000,200.000,13.430,27.226,60.885
584.406,25.000,25.000,0.000,14573.927,49.616,157.878,16.091,9.087,15.405,28.448,350.000,0.000,0.000,0.000,915.000,0.000,0.000,310.000,200.000,13.430,27.226,60.885
584.515,25.000,25.000,0.000,14656.234,49.616,157.878,16.091,9.087,15.405,28.251,350.000,0.000,0.000,0.000,915.000,0.000,0.000,310.000,200.000,13.163,26.608,62.354
584.626,25.000,25.000,0.000,14924.956,48.951,159.528,15.844,8.881,15.011,28.251,350.000,0.000,0.000,0.000,915.000,0.000,0.000,310.000,200.000,13.163,26.608,62.354
584.739,25.000,25.000,0.000,14924.956,48.951,159.528,15.844,8.881,15.011,28.251,350.000,0.000,0.000,0.000,915.000,0.000,0.000,310.000,200.000,13.163,26.608,62.354
584.848,25.000,25.000,0.000,14905.519,48.951,159.528,15.844,8.881,15.011,28.251,350.000,0.000,0.000,0.000,915.000,0.000,0.000,310.000,200.000,13.163,26.608,62.354
584.959,25.000,25.000,0.000,14706.543,48.951,159.528,15.844,8.881,15.011,28.251,350.000,0.000,0.000,0.000,915.000,0.000,0.000,310.000,200.000,13.163,26.608,62.354
585.067,25.010,25.000,0.000,14706.543,48.951,159.528,15.844,9.157,15.298,27.921,350.000,0.000,0.000,0.000,915.000,0.000,0.000,310.000,200.000,13.881,27.812,59.987
585.180,25.010,25.000,0.000,14627.009,52.377,153.563,16.654,9.157,15.298,27.921,350.000,0.000,0.000,0.000,915.000,0.000,0.000,310.000,200.000,13.881,27.812,59.987
585.292,25.000,25.000,0.000,14653.159,52.377,153.563,16.654,9.157,15.298,27.921,350.000,0.000,0.000,0.000,915.000,0.000,0.000,310.000,200.000,13.881,27.812,59.987
585.403,25.000,25.000,0.000,14598.154,52.377,153.563,16.654,9.157,15.298,27.921,350.000,0.000,0.000,0.000,915.000,0.000,0.000,310.000,200.000,13.881,27.812,59.987
585.507,25.010,25.000,0.000,14598.154,52.377,153.563,16.654,9.157,15.298,27.921,350.000,0.000,0.000,0.000,915.000,0.000,0.000,310.000,200.000,13.881,27.812,59.987
585.617,25.010,25.000,0.000,14628.101,49.515,160.940,15.837,8.873,14.860,26.511,350.000,0.000,0.000,0.000,915.000,0.000,0.000,310.000,200.000,13.125,26.674,60.241
585.730,25.000,25.000,0.000,14628.101,49.515,160.940,15.837,8.873,14.860,26.511,350.000,0.000,0.000,0.000,915.000,0.000,0.000,310.000,200.000,13.125,26.674,60.241
585.841,25.000,25.000,0.000,14672.360,49.515,160.940,15.837,8.873,14.860,26.511,350.000,0.000,0.000,0.000,915.000,0.000,0.000,310.000,200.000,13.125,26.674,60.241
585.954,25.000,25.000,0.000,14585.480,49.515,160.940,15.837,8.873,14.860,26.511,350.000,0.000,0.000,0.000,915.000,0.000,0.000,310.000,200.000,13.125,26.674,60.241
586.078,25.000,25.000,0.000,14585.480,49.515,160.940,17.260,9.015,15.012,26.746,350.000,0.000,0.000,0.000,915.000,0.000,0.000,310.000,200.000,13.785,27.122,59.825
586.184,25.000,25.000,0.000,14336.608,50.162,155.743,17.260,9.015,15.012,26.746,350.000,0.000,0.000,0.000,915.000,0.000,0.000,310.000,200.000,13.785,27.122,59.825
586.293,25.000,25.000,0.000,14586.215,50.162,155.743,17.260,9.015,15.012,26.746,350.000,0.000,0.000,0.000,915.000,0.000,0.000,310.000,200.000,13.785,27.122,59.825
586.402,25.010,25.000,0.000,14599.474,50.162,155.743,17.260,9.015,15.012,26.746,350.000,0.000,0.000,0.000,915.000,0.000,0.000,310.000,200.000,13.785,27.122,59.825
586.515,25.000,25.000,0.000,14599.474,50.162,155.743,17.260,9.015,15.012,26.746,350.000,0.000,0.000,0.000,915.000,0.000,0.000,310.000,200.000,13.426,27.192,60.959
586.625,25.000,25.000,0.000,14640.588,51.063,158.122,16.446,8.983,14.989,27.112,350.000,0.000,0.000,0.000,915.000,0.000,0.000,310.000,200.000,13.426,27.192,60.959
586.734,25.000,25.000,0.000,14774.850,51.063,158.122,16.446,8.983,14.989,27.112,350.000,0.000,0.000,0.000,915.000,0.000,0.000,310.000,200.000,13.426,27.192,60.959
586.845,25.000,25.000,0.000,14774.850,51.063,158.122,16.446,8.983,14.989,27.112,350.000,0.000,0.000,0.000,915.000,0.000,0.000,310.000,200.000,13.426,27.192,60.959
586.956,25.000,25.000,0.000,14701.272,51.063,158.122,16.446,8.983,14.989,27.112,350.000,0.000,0.000,0.000,915.000,0.000,0.000,310.000,200.000,13.426,27.192,60.959
587.066,25.000,25.000,0.000,14701.272,50.388,163.669,16.211,8.817,14.936,27.692,350.000,0.000,0.000,0.000,915.000,0.000,0.000,310.000,200.000,13.226,26.995,62.684
587.177,25.000,25.000,0.000,14876.192,50.388,163.669,16.211,8.817,14.936,27.692,350.000,0.000,0.000,0.000,915.000,0.000,0.000,310.000,200.000,13.226,26.995,62.684
587.289,25.000,25.000,0.000,14699.679,50.388,163.669,16.211,8.817,14.936,27.692,350.000,0.000,0.000,0.000,915.000,0.000,0.000,310.000,200.000,13.226,26.995,62.684
587.400,25.010,25.000,0.000,14699.679,50.388,163.669,16.211,8.817,14.936,27.692,350.000,0.000,0.000,0.000,915.000,0.000,0.000,310.000,200.000,13.226,26.995,62.684
587.509,25.000,25.000,0.000,15053.758,50.388,163.669,16.211,8.817,14.936,27.692,350.000,0.000,0.000,0.000,915.000,0.000,0.000,310.000,200.000,13.957,27.201,59.044
587.625,25.000,25.000,0.000,15022.976,50.323,151.879,17.289,9.133,15.198,27.031,350.000,0.000,0.000,0.000,915.000,0.000,0.000,310.000,200.000,13.957,27.201,59.044
587.735,25.000,25.000,0.000,15022.976,50.323,151.879,17.289,9.133,15.198,27.031,350.000,0.000,0.000,0.000,915.000,0.000,0.000,310.000,200.000,13.957,27.201,59.044
587.846,25.000,25.000,0.000,14814.287,50.323,151.879,17.289,9.133,15.198,27.031,350.000,0.000,0.000,0.000,915.000,0.000,0.000,310.000,200.000,13.957,27.201,59.044
587.957,25.000,25.000,0.000,14961.429,50.323,151.879,17.289,9.133,15.198,27.031,350.000,0.000,0.000,0.000,915.000,0.000,0.000,310.000,200.000,13.957,27.201,59.044
588.072,25.000,25.000,0.000,14961.429,47.968,155.759,16.375,8.616,14.683,26.596,350.000,0.000,0.000,0.000,915.000,0.000,0.000,310.000,200.000,13.223,26.250,59.083
588.182,25.000,25.000,0.000,15093.089,47.968,155.759,16.375,8.616,14.683,26.596,350.000,0.000,0.000,0.000,915.000,0.000,0.000,310.000,200.000,13.223,26.250,59.083
588.292,25.010,25.000,0.000,14997.459,47.968,155.759,16.375,8.616,14.683,26.596,350.000,0.000,0.000,0.000,915.000,0.000,0.000,310.000,200.000,13.223,26.250,59.083
588.406,25.010,25.000,0.000,14997.459,47.968,155.759,16.375,8.616,14.683,26.596,350.000,0.000,0.000,0.000,915.000,0.000,0.000,310.000,200.000,13.223,26.250,59.083
588.516,25.000,25.000,0.000,14899.868,47.968,155.759,16.375,8.616,14.683,26.596,350.000,0.000,0.000,0.000,915.000,0.000,0.000,310.000,200.000,13.660,26.865,59.812
588.628,25.010,25.000,0.000,15039.193,49.220,155.839,16.757,8.993,15.037,27.075,350.000,0.000,0.000,0.000,915.000,0.000,0.000,310.000,200.000,13.660,26.865,59.812
588.754,25.000,25.000,0.000,14882.861,49.220,155.839,16.757,8.993,15.037,27.075,350.000,0.000,0.000,0.000,915.000,0.000,0.000,310.000,200.000,13.660,26.865,59.812
588.862,25.000,25.000,0.000,14882.861,49.220,155.839,16.757,8.993,15.037,27.075,350.000,0.000,0.000,0.000,915.000,0.000,0.000,310.000,200.000,13.660,26.865,59.812
588.976,25.000,25.000,0.000,14793.362,49.220,155.839,16.757,8.993,15.037,27.075,350.000,0.000,0.000,0.000,915.000,0.000,0.000,310.000,200.000,13.660,26.865,59.812
589.087,25.000,25.000,0.000,14706.687,52.005,153.479,15.712,8.795,14.755,27.084,350.000,0.000,0.000,0.000,915.000,0.000,0.000,310.000,200.000,13.238,27.014,59.999
589.199,25.000,25.000,0.000,14706.687,52.005,153.479,15.712,8.795,14.755,27.084,350.000,0.000,0.000,0.000,915.000,0.000,0.000,310.000,200.000,13.238,27.014,59.999
589.308,25.000,25.000,0.000,14690.201,52.005,153.479,15.712,8.795,14.755,27.084,350.000,0.000,0.000,0.000,915.000,0.000,0.000,310.000,200.000,13.238,27.014,59.999
589.418,25.000,25.000,0.000,14690.201,52.005,153.479,15.712,8.795,14.755,27.084,350.000,0.000,0.000,0.000,915.000,0.000,0.000,310.000,200.000,13.238,27.014,59.999
589.528,25.000,25.000,0.000,14572.854,52.005,153.479,15.712,8.795,14.755,27.084,350.000,0.000,0.000,0.000,915.000,0.000,0.000,310.000,200.000,13.804,27.461,58.863
589.635,25.010,25.000,0.000,14751.791,51.548,145.942,16.808,9.124,15.276,27.290,350.000,0.000,0.000,0.000,915.000,0.000,0.000,310.000,200.000,13.804,27.461,58.863
589.747,25.000,25.000,0.000,14751.791,51.548,145.942,16.808,9.124,15.276,27.290,350.000,0.000,0.000,0.000,915.000,0.000,0.000,310.000,200.000,13.804,27.461,58.863
589.856,25.000,25.000,0.000,14954.302,51.548,145.942,16.808,9.124,15.276,27.290,350.000,0.000,0.000,0.000,915.000,0.000,0.000,310.000,200.000,13.804,27.461,58.863
589.966,25.000,25.000,0.000,14734.603,51.548,145.942,16.808,9.124,15.276,27.290,350.000,0.000,0.000,0.000,915.000,0.000,0.000,310.000,200.000,13.804,27.461,58.863
590.070,25.000,25.000,0.000,14734.603,51.548,145.942,16.110,8.862,14.892,26.211,350.000,0.000,0.000,0.000,915.000,0.000,0.000,310.000,200.000,13.272,27.228,59.554
590.183,25.000,25.000,0.000,14751.620,51.934,158.264,16.110,8.862,14.892,26.211,350.000,0.000,0.000,0.000,915.000,0.000,0.000,310.000,200.000,13.272,27.228,59.554
590.295,25.000,25.000,0.000,14703.317,51.934,158.264,16.110,8.862,14.892,26.211,350.000,0.000,0.000,0.000,915.000,0.000,0.000,310.000,200.000,13.272,27.228,59.554
590.404,25.010,25.000,0.000,14703.317,51.934,158.264,16.110,8.862,14.892,26.211,350.000,0.000,0.000,0.000,915.000,0.000,0.000,310.000,200.000,13.272,27.228,59.554
590.511,25.000,25.000,0.000,14727.070,51.934,158.264,16.110,8.862,14.892,26.211,350.000,0.000,0.000,0.000,915.000,0.000,0.000,310.000,200.000,13.272,27.228,61.753
590.622,25.000,25.000,0.000,14733.059,52.576,158.129,17.402,9.153,15.441,28.165,350.000,0.000,0.000,0.000,915.000,0.000,0.000,310.000,200.000,14.028,28.203,61.753
590.734,25.000,25.000,0.000,14733.059,52.576,158.129,17.402,9.153,15.441,28.165,350.000,0.000,0.000,0.000,915.000,0.000,0.000,310.000,200.000,14.028,28.203,61.753
590.844,25.000,25.000,0.000,14805.419,52.576,158.129,17.402,9.153,15.441,28.165,350.000,0.000,0.000,0.000,915.000,0.000,0.000,310.000,200.000,14.028,28.203,61.753
590.956,25.010,25.000,0.000,14784.290,52.576,158.129,17.402,9.153,15.441,28.165,350.000,0.000,0.000,0.000,915.000,0.000,0.000,310.000,200.000,14.028,28.203,61.753
591.065,25.000,25.000,0.000,14784.290,52.576,158.129,17.402,9.015,15.033,26.658,350.000,0.000,0.000,0.000,914.950,0.000,0.000,310.000,200.000,13.460,27.662,60.832
591.173,25.000,25.000,0.000,14864.759,53.085,160.530,16.266,9.015,15.033,26.658,350.000,0.000,0.000,0.000,914.950,0.000,0.000,310.000,200.000,13.460,27.662,60.832
591.283,24.990,25.000,0.000,14729.020,53.085,160.530,16.266,9.015,15.033,26.658,350.000,0.000,0.000,0.000,914.950,0.000,0.000,310.000,200.000,13.460,27.662,60.832
591.399,25.000,25.000,0.000,14743.606,53.085,160.530,16.266,9.015,15.033,26.658,350.000,0.000,0.000,0.000,914.950,0.000,0.000,310.000,200.000,13.460,27.662,60.832
591.508,25.000,25.000,0.000,14743.606,53.085,160.530,16.266,9.015,15.033,26.658,350.000,0.000,0.000,0.000,914.950,0.000,0.000,310.000,200.000,13.460,27.662,60.832
591.624,25.000,25.000,0.000,14952.845,50.633,148.173,16.484,9.053,14.980,26.041,350.000,0.000,0.000,0.000,914.950,0.000,0.000,310.000,200.000,13.539,27.029,57.597
591.733,25.000,25.000,0.000,14816.833,50.633,148.173,16.484,9.053,14.980,26.041,350.000,0.000,0.000,0.000,914.950,0.000,0.000,310.000,200.000,13.539,27.029,57.597
591.846,25.000,25.000,0.000,14816.833,50.633,148.173,16.484,9.053,14.980,26.041,350.000,0.000,0.000,0.000,914.950,0.000,0.000,310.000,200.000,13.539,27.029,57.597
591.955,25.000,25.000,0.000,14759.702,50.633,148.173,16.484,9.053,14.980,26.041,350.000,0.000,0.000,0.000,914.950,0.000,0.000,310.000,200.000,13.539,27.029,57.597
592.067,25.000,25.000,0.000,14759.702,50.633,148.173,16.484,9.053,15.040,26.560,350.000,0.000,0.000,0.000,914.950,0.000,0.000,310.000,200.000,13.455,27.050,58.486
592.176,25.000,25.000,0.000,14721.332,51.044,149.860,16.337,9.058,15.040,26.560,350.000,0.000,0.000,0.000,914.950,0.000,0.000,310.000,200.000,13.455,27.050,58.486
592.284,25.000,25.000,0.000,14844.551,51.044,149.860,16.337,9.058,15.040,26.560,350.000,0.000,0.000,0.000,914.950,0.000,0.000,310.000,200.000,13.455,27.050,58.486
592.394,25.000,25.000,0.000,14844.551,51.044,149.860,16.337,9.058,15.040,26.560,350.000,0.000,0.000,0.000,914.950,0.000,0.000,310.000,200.000,13.455,27.050,58.486
592.503,25.000,25.000,0.000,14825.456,51.044,149.860,16.337,9.058,15.040,26.560,350.000,0.000,0.000,0.000,914.950,0.000,0.000,310.000,200.000,13.294,27.653,60.070
592.613,25.000,25.000,0.000,14662.323,53.280,154.748,16.065,8.983,15.021,26.491,350.000,0.000,0.000,0.000,914.950,0.000,0.000,310.000,200.000,13.294,27.653,60.070
592.724,25.000,25.000,0.000,14662.323,53.280,154.748,16.065,8.983,15.021,26.491,350.000,0.000,0.000,0.000,914.950,0.000,0.000,310.000,200.000,13.294,27.653,60.070
592.835,25.000,25.000,0.000,14681.278,53.280,154.748,16.065,8.983,15.021,26.491,350.000,0.000,0.000,0.000,914.950,0.000,0.000,310.000,200.000,13.294,27.653,60.070
592.945,25.000,25.000,0.000,14562.759,53.280,154.748,16.065,8.983,15.021,26.491,350.000,0.000,0.000,0.000,914.950,0.000,0.000,310.000,200.000,13.294,27.653,60.070
593.056,25.000,25.000,0.000,14562.759,53.280,154.748,17.390,9.330,15.670,28.548,350.000,0.000,0.000,0.000,914.950,0.000,0.000,310.000,200.000,14.072,29.141,62.405
593.162,25.000,25.000,0.000,14574.126,56.221,158.840,17.390,9.330,15.670,28.548,350.000,0.000,0.000,0.000,914.950,0.000,0.000,310.000,200.000,14.072,29.141,62.405
593.272,25.000,25.000,0.000,14762.258,56.221,158.840,17.390,9.330,15.670,28.548,350.000,0.000,0.000,0.000,914.950,0.000,0.000,310.000,200.000,14.072,29.141,62.405
593.387,25.000,25.000,0.000,14762.258,56.221,158.840,17.390,9.330,15.670,28.548,350.000,0.000,0.000,0.000,914.950,0.000,0.000,310.000,200.000,14.072,29.141,62.405
593.498,25.000,25.000,0.000,14849.338,56.221,158.840,17.390,9.330,15.670,28.548,350.000,0.000,0.000,0.000,914.950,0.000,0.000,310.000,200.000,14.072,29.141,58.775
593.609,25.000,25.000,0.000,14781.245,51.508,154.211,15.797,8.704,14.813,26.322,350.000,0.000,0.000,0.000,914.950,0.000,0.000,310.000,200.000,12.947,27.151,58.775
593.718,25.000,25.000,0.000,14781.245,51.508,154.211,15.797,8.704,14.813,26.322,350.000,0.000,0.000,0.000,914.950,0.000,0.000,310.000,200.000,12.947,27.151,58.775
593.829,25.000,25.000,0.000,14966.636,51.508,154.211,15.797,8.704,14.813,26.322,350.000,0.000,0.000,0.000,914.950,0.000,0.000,310.000,200.000,12.947,27.151,58.775
593.937,25.000,25.000,0.000,14887.948,51.508,154.211,15.797,8.704,14.813,26.322,350.000,0.000,0.000,0.000,914.950,0.000,0.000,310.000,200.000,12.947,27.151,58.775
594.048,25.000,25.000,0.000,14887.948,51.508,154.211,15.797,9.092,15.281,26.927,350.000,0.000,0.000,0.000,914.950,0.000,0.000,310.000,200.000,13.759,27.837,60.508
594.159,25.000,25.000,0.000,14852.596,51.920,158.715,16.765,9.092,15.281,26.927,350.000,0.000,0.000,0.000,914.950,0.000,0.000,310.000,200.000,13.759,27.837,60.508
594.271,25.000,25.000,0.000,14853.269,51.920,158.715,16.765,9.092,15.281,26.927,350.000,0.000,0.000,0.000,914.950,0.000,0.000,310.000,200.000,13.759,27.837,60.508
594.391,25.000,25.000,0.000,14853.269,51.920,158.715,16.765,9.092,15.281,26.927,350.000,0.000,0.000,0.000,914.950,0.000,0.000,310.000,200.000,13.759,27.837,60.508
594.500,25.000,25.000,0.000,14645.075,51.920,158.715,16.765,9.092,15.281,26.927,350.000,0.000,0.000,0.000,914.950,0.000,0.000,310.000,200.000,13.759,27.837,61.391
594.609,25.000,25.000,0.000,14673.976,50.809,163.268,15.401,8.784,14.799,26.715,350.000,0.000,0.000,0.000,914.950,0.000,0.000,310.000,200.000,12.925,26.966,61.391
594.718,25.000,25.000,0.000,14673.976,50.809,163.268,15.401,8.784,14.799,26.715,350.000,0.000,0.000,0.000,914.950,0.000,0.000,310.000,200.000,12.925,26.966,61.391
594.825,25.000,25.000,0.000,15040.326,50.809,163.268,15.401,8.784,14.799,26.715,350.000,0.000,0.000,0.000,914.950,0.000,0.000,310.000,200.000,12.925,26.966,61.391
594.936,25.000,25.000,0.000,14900.719,50.809,163.268,15.401,8.784,14.799,26.715,350.000,0.000,0.000,0.000,914.950,0.000,0.000,310.000,200.000,12.925,26.966,61.391
595.047,25.000,25.000,0.000,14900.719,50.809,163.268,15.401,8.784,15.248,26.809,350.000,0.000,0.000,0.000,914.950,0.000,0.000,310.000,200.000,13.676,27.471,60.530
595.159,25.000,25.000,0.000,14852.614,50.503,156.688,17.069,9.065,15.248,26.809,350.000,0.000,0.000,0.000,914.950,0.000,0.000,310.000,200.000,13.676,27.471,60.530
595.268,25.000,25.000,0.000,14829.861,50.503,156.688,17.069,9.065,15.248,26.809,350.000,0.000,0.000,0.000,914.950,0.000,0.000,310.000,200.000,13.676,27.471,60.530
595.375,25.000,25.000,0.000,14829.861,50.503,156.688,17.069,9.065,15.248,26.809,350.000,0.000,0.000,0.000,914.950,0.000,0.000,310.000,200.000,13.676,27.471,60.530
595.486,25.000,25.000,0.000,14780.409,50.503,156.688,17.069,9.065,15.248,26.809,350.000,0.000,0.000,0.000,914.950,0.000,0.000,310.000,200.000,13.676,27.471,60.530
595.597,25.000,25.000,0.000,14858.946,50.593,153.479,16.507,8.843,14.988,27.262,350.000,0.000,0.000,0.000,914.950,0.000,0.000,310.000,200.000,13.317,27.157,59.581
595.707,25.000,25.000,0.000,14858.946,50.593,153.479,16.507,8.843,14.988,27.262,350.000,0.000,0.000,0.000,914.950,0.000,0.000,310.000,200.000,13.317,27.157,59.581
595.820,25.000,25.000,0.000,14640.800,50.593,153.479,16.507,8.843,14.988,27.262,350.000,0.000,0.000,0.000,914.950,0.000,0.000,310.000,200.000,13.317,27.157,59.581
595.933,25.000,25.000,0.000,14621.687,50.593,153.479,16.507,8.843,14.988,27.262,350.000,0.000,0.000,0.000,914.950,0.000,0.000,310.000,200.000,13.317,27.157,59.581
596.041,25.000,25.000,0.000,14621.687,50.593,153.479,16.507,8.843,14.988,27.262,350.000,0.000,0.000,0.000,914.950,0.000,0.000,310.000,200.000,13.342,26.606,58.668
596.153,25.000,25.000,0.000,14756.721,49.127,151.754,16.352,8.815,14.931,27.066,350.000,0.000,0.000,0.000,914.950,0.000,0.000,310.000,200.000,13.342,26.606,58.668
596.261,25.000,25.000,0.000,14862.262,49.127,151.754,16.352,8.815,14.931,27.066,350.000,0.000,0.000,0.000,914.950,0.000,0.000,310.000,200.000,13.342,26.606,58.668
596.369,25.000,25.000,0.000,14862.262,49.127,151.754,16.352,8.815,14.931,27.066,350.000,0.000,0.000,0.000,914.950,0.000,0.000,310.000,200.000,13.342,26.606,58.668
596.480,25.000,25.000,0.000,14709.576,49.127,151.754,16.352,8.815,14.931,27.066,350.000,0.000,0.000,0.000,914.950,0.000,0.000,310.000,200.000,13.342,26.606,58.668
596.590,25.000,25.000,0.000,14709.576,48.306,148.843,16.387,8.959,15.011,26.782,350.000,0.000,0.000,0.000,914.950,0.000,0.000,310.000,200.000,13.315,26.605,57.981
596.700,25.000,25.000,0.000,14643.753,48.306,148.843,16.387,8.959,15.011,26.782,350.000,0.000,0.000,0.000,914.950,0.000,0.000,310.000,200.000,13.315,26.605,57.981
596.809,25.000,25.000,0.000,14587.882,48.306,148.843,16.387,8.959,15.011,26.782,350.000,0.000,0.000,0.000,914.950,0.000,0.000,310.000,200.000,13.315,26.605,57.981
596.920,25.000,25.000,0.000,14587.882,48.306,148.843,16.387,8.959,15.011,26.782,350.000,0.000,0.000,0.000,914.950,0.000,0.000,310.000,200.000,13.315,26.605,57.981
597.026,25.000,25.000,0.000,14709.998,48.306,148.843,16.387,8.959,15.011,26.782,350.000,0.000,0.000,0.000,914.950,0.000,0.000,310.000,200.000,13.315,26.611,59.166
597.135,25.000,25.000,0.000,14885.708,50.223,155.300,16.263,8.755,14.692,26.216,350.000,0.000,0.000,0.000,914.950,0.000,0.000,310.000,200.000,13.131,26.611,59.166
597.243,24.990,25.000,0.000,14885.708,50.223,155.300,16.263,8.755,14.692,26.216,350.000,0.000,0.000,0.000,914.950,0.000,0.000,310.000,200.000,13.131,26.611,59.166
597.353,25.000,25.000,0.000,14968.416,50.223,155.300,16.263,8.755,14.692,26.216,350.000,0.000,0.000,0.000,914.950,0.000,0.000,310.000,200.000,13.131,26.611,59.166
597.464,24.990,25.000,0.000,14899.252,50.223,155.300,16.263,8.755,14.692,26.216,350.000,0.000,0.000,0.000,914.950,0.000,0.000,310.000,200.000,13.131,26.611,59.166
597.572,25.000,25.000,0.000,14899.252,50.223,155.300,16.263,9.126,15.132,26.802,350.000,0.000,0.000,0.000,914.950,0.000,0.000,310.000,200.000,13.659,27.211,59.602
