"","temperature_main","temperature_main","ASPump","FBRM","L50","L90","L10","W10","W50","W90","stirrer_main","SOLUPump","SOLVPump","SeedPump","Scale","CLEPump","Valve_position","stirrer_seed","stirrer_solution","CED10","CED50","CED90"
Time,H01:External T,H01:T Setpt,File  W: AS flow ,OPC R: Counts ,OPC R: L50 ,OPC R: L90 ,OPC R: L10 ,OPC R: W10 ,OPC R: W50 ,OPC R: W90 ,S01:Stirrer speed  (Setpt),P02:Pump speed  (Setpt),P01:Pump speed  (Setpt),P03:Pump speed  (Setpt),File R: AS Scale ,P04:Pump speed  (Setpt),File  W: Valve state,S02:Stirrer speed  (Setpt),S03:Stirrer speed  (Setpt),OPC R: CED10 micron,OPC R: CED50 micron,OPC R: CED90 micron
min,C,C,RPM,Counts,micron,micron,micron,micron,micron,micron,RPM,RPM,RPM,RPM,g,RPM,,RPM,RPM,,,
566.983,25.000,25.000,0.000,14865.214,45.849,157.022,16.003,8.622,14.707,26.803,350.000,0.000,0.000,0.000,915.000,0.000,0.000,310.000,200.000,12.996,25.715,60.364
567.088,25.000,25.000,0.000,14968.171,49.177,155.857,16.438,8.905,15.068,27.695,350.000,0.000,0.000,0.000,915.000,0.000,0.000,310.000,200.000,13.438,26.986,60.364
567.199,25.000,25.000,0.000,14968.171,49.177,155.857,16.438,8.905,15.068,27.695,350.000,0.000,0.000,0.000,915.000,0.000,0.000,310.000,200.000,13.438,26.986,60.364
567.309,25.000,25.000,0.000,14761.425,49.177,155.857,16.438,8.905,15.068,27.695,350.000,0.000,0.000,0.000,915.000,0.000,0.000,310.000,200.000,13.438,26.986,60.364
567.420,25.000,25.000,0.000,14900.750,49.177,155.857,16.438,8.905,15.068,27.695,350.000,0.000,0.000,0.000,915.000,0.000,0.000,310.000,200.000,13.438,26.986,60.364
567.530,25.000,25.000,0.000,14900.750,49.177,155.857,16.438,8.689,14.740,26.664,350.000,0.000,0.000,0.000,915.000,0.000,0.000,310.000,200.000,12.853,26.043,59.887
567.641,25.000,25.000,0.000,14897.671,46.505,158.679,15.833,8.689,14.740,26.664,350.000,0.000,0.000,0.000,915.000,0.000,0.000,310.000,200.000,12.853,26.043,59.887
567.754,25.000,25.000,0.000,14745.129,46.505,158.679,15.833,8.689,14.740,26.664,350.000,0.000,0.000,0.000,915.000,0.000,0.000,310.000,200.000,12.853,26.043,59.887
567.864,25.000,25.000,0.000,14745.129,46.505,158.679,15.833,8.689,14.740,26.664,350.000,0.000,0.000,0.000,915.000,0.000,0.000,310.000,200.000,12.853,26.043,59.887
567.971,25.000,25.000,0.000,14894.571,46.505,158.679,15.833,8.689,14.740,26.664,350.000,0.000,0.000,0.000,915.000,0.000,0.000,310.000,200.000,12.853,26.043,59.028
568.095,25.000,25.000,0.000,14690.593,47.208,156.697,16.610,8.967,15.031,26.466,350.000,0.000,0.000,0.000,915.000,0.000,0.000,310.000,200.000,13.441,26.511,59.028
568.202,25.000,25.000,0.000,14690.593,47.208,156.697,16.610,8.967,15.031,26.466,350.000,0.000,0.000,0.000,915.000,0.000,0.000,310.000,200.000,13.441,26.511,59.028
568.315,25.000,25.000,0.000,14713.004,47.208,156.697,16.610,8.967,15.031,26.466,350.000,0.000,0.000,0.000,915.000,0.000,0.000,310.000,200.000,13.441,26.511,59.028
568.425,24.990,25.000,0.000,14672.008,47.208,156.697,16.610,8.967,15.031,26.466,350.000,0.000,0.000,0.000,915.000,0.000,0.000,310.000,200.000,13.441,26.511,59.028
568.538,25.000,25.000,0.000,14672.008,47.208,156.697,16.610,8.786,14.896,26.667,350.000,0.000,0.000,0.000,915.000,0.000,0.000,310.000,200.000,13.057,25.680,59.372
568.651,25.000,25.000,0.000,14809.426,44.937,153.630,15.948,8.786,14.896,26.667,350.000,0.000,0.000,0.000,915.000,0.000,0.000,310.000,200.000,13.057,25.680,59.372
568.761,25.000,25.000,0.000,14657.484,44.937,153.630,15.948,8.786,14.896,26.667,350.000,0.000,0.000,0.000,915.000,0.000,0.000,310.000,200.000,13.057,25.680,59.372
568.875,25.000,25.000,0.000,14657.484,44.937,153.630,15.948,8.786,14.896,26.667,350.000,0.000,0.000,0.000,915.000,0.000,0.000,310.000,200.000,13.057,25.680,59.372
568.985,25.000,25.000,0.000,14757.005,44.937,153.630,15.948,8.786,14.896,26.667,350.000,0.000,0.000,0.000,915.000,0.000,0.000,310.000,200.000,13.057,25.680,59.372
569.094,25.000,25.000,0.000,14769.121,49.289,158.708,16.166,8.912,15.185,27.111,350.000,0.000,0.000,0.000,915.000,0.000,0.000,310.000,200.000,13.215,27.020,60.579
569.203,25.000,25.000,0.000,14769.121,49.289,158.708,16.166,8.912,15.185,27.111,350.000,0.000,0.000,0.000,915.000,0.000,0.000,310.000,200.000,13.215,27.020,60.579
569.316,24.990,25.000,0.000,14961.610,49.289,158.708,16.166,8.912,15.185,27.111,350.000,0.000,0.000,0.000,915.000,0.000,0.000,310.000,200.000,13.215,27.020,60.579
569.425,25.000,25.000,0.000,14958.046,49.289,158.708,16.166,8.912,15.185,27.111,350.000,0.000,0.000,0.000,915.000,0.000,0.000,310.000,200.000,13.215,27.020,60.579
569.536,25.000,25.000,0.000,14958.046,49.289,158.708,16.166,8.912,15.202,28.192,350.000,0.000,0.000,0.000,914.950,0.000,0.000,310.000,200.000,13.012,26.830,61.637
569.645,25.000,25.000,0.000,14763.053,48.002,159.390,15.699,8.963,15.202,28.192,350.000,0.000,0.000,0.000,914.950,0.000,0.000,310.000,200.000,13.012,26.830,61.637
569.752,25.000,25.000,0.000,14804.406,48.002,159.390,15.699,8.963,15.202,28.192,350.000,0.000,0.000,0.000,914.950,0.000,0.000,310.000,200.000,13.012,26.830,61.637
569.862,25.000,25.000,0.000,14804.406,48.002,159.390,15.699,8.963,15.202,28.192,350.000,0.000,0.000,0.000,915.000,0.000,0.000,310.000,200.000,13.012,26.830,61.637
569.972,25.000,25.000,0.000,14898.596,48.002,159.390,15.699,8.963,15.202,28.192,350.000,0.000,0.000,0.000,915.000,0.000,0.000,310.000,200.000,13.012,26.830,61.637
570.083,25.000,25.000,0.000,14749.785,48.992,158.154,15.984,8.904,15.016,27.479,350.000,0.000,0.000,0.000,915.000,0.000,0.000,310.000,200.000,13.212,26.800,61.282
570.192,25.000,25.000,0.000,14749.785,48.992,158.154,15.984,8.904,15.016,27.479,350.000,0.000,0.000,0.000,915.000,0.000,0.000,310.000,200.000,13.212,26.800,61.282
570.303,25.000,25.000,0.000,15171.428,48.992,158.154,15.984,8.904,15.016,27.479,350.000,0.000,0.000,0.000,915.000,0.000,0.000,310.000,200.000,13.212,26.800,61.282
570.415,24.990,25.000,0.000,14898.408,48.992,158.154,15.984,8.904,15.016,27.479,350.000,0.000,0.000,0.000,915.000,0.000,0.000,310.000,200.000,13.212,26.800,61.282
570.523,25.000,25.000,0.000,14898.408,48.992,158.154,15.984,8.904,15.016,27.479,350.000,0.000,0.000,0.000,915.000,0.000,0.000,310.000,200.000,13.566,27.564,62.257
570.641,25.000,25.000,0.000,15129.239,50.501,158.851,16.293,9.175,15.392,28.474,350.000,0.000,0.000,0.000,915.000,0.000,0.000,310.000,200.000,13.566,27.564,62.257
570.749,24.990,25.000,0.000,15261.470,50.501,158.851,16.293,9.175,15.392,28.474,350.000,0.000,0.000,0.000,915.000,0.000,0.000,310.000,200.000,13.566,27.564,62.257
570.858,25.000,25.000,0.000,15261.470,50.501,158.851,16.293,9.175,15.392,28.474,350.000,0.000,0.000,0.000,0.000,0.000,0.000,310.000,200.000,13.566,27.564,62.257
570.982,25.000,25.000,0.000,15430.760,50.501,158.851,16.293,9.175,15.392,28.474,350.000,0.000,0.000,0.000,914.950,0.000,0.000,310.000,200.000,13.566,27.564,62.257
571.091,25.000,25.000,0.000,15371.824,48.811,158.829,16.276,8.795,14.891,26.779,350.000,0.000,0.000,0.000,914.950,0.000,0.000,310.000,200.000,13.226,26.545,59.965
571.199,25.000,25.000,0.000,15371.824,48.811,158.829,16.276,8.795,14.891,26.779,350.000,0.000,0.000,0.000,914.950,0.000,0.000,310.000,200.000,13.226,26.545,59.965
571.306,24.990,25.000,0.000,15261.679,48.811,158.829,16.276,8.795,14.891,26.779,350.000,0.000,0.000,0.000,914.950,0.000,0.000,310.000,200.000,13.226,26.545,59.965
571.412,25.000,25.000,0.000,15013.009,48.811,158.829,16.276,8.795,14.891,26.779,350.000,0.000,0.000,0.000,914.950,0.000,0.000,310.000,200.000,13.226,26.545,59.965
571.518,25.000,25.000,0.000,15013.009,48.811,158.829,16.276,8.795,14.891,26.779,350.000,0.000,0.000,0.000,914.950,0.000,0.000,310.000,200.000,13.363,26.759,61.486
571.627,25.000,25.000,0.000,15206.702,48.174,158.577,15.879,9.136,15.445,28.493,350.000,0.000,0.000,0.000,914.950,0.000,0.000,310.000,200.000,13.363,26.759,61.486
571.740,25.000,25.000,0.000,15286.538,48.174,158.577,15.879,9.136,15.445,28.493,350.000,0.000,0.000,0.000,914.950,0.000,0.000,310.000,200.000,13.363,26.759,61.486
571.845,25.000,25.000,0.000,15286.538,48.174,158.577,15.879,9.136,15.445,28.493,350.000,0.000,0.000,0.000,914.950,0.000,0.000,310.000,200.000,13.363,26.759,61.486
571.952,24.990,25.000,0.000,15167.164,48.174,158.577,15.879,9.136,15.445,28.493,350.000,0.000,0.000,0.000,914.950,0.000,0.000,310.000,200.000,13.363,26.759,61.486
572.062,25.000,25.000,0.000,15275.907,47.745,157.931,15.853,8.743,14.771,26.425,350.000,0.000,0.000,0.000,914.950,0.000,0.000,310.000,200.000,13.173,26.197,59.086
572.175,25.000,25.000,0.000,15275.907,47.745,157.931,15.853,8.743,14.771,26.425,350.000,0.000,0.000,0.000,914.950,0.000,0.000,310.000,200.000,13.173,26.197,59.086
572.283,25.000,25.000,0.000,15287.410,47.745,157.931,15.853,8.743,14.771,26.425,350.000,0.000,0.000,0.000,914.950,0.000,0.000,310.000,200.000,13.173,26.197,59.086
572.392,25.000,25.000,0.000,15287.410,47.745,157.931,15.853,8.743,14.771,26.425,350.000,0.000,0.000,0.000,914.950,0.000,0.000,310.000,200.000,13.173,26.197,59.086
572.500,25.000,25.000,0.000,15051.921,47.745,157.931,15.853,8.743,14.771,26.425,350.000,0.000,0.000,0.000,914.950,0.000,0.000,310.000,200.000,13.786,27.478,61.055
572.611,25.000,25.000,0.000,15108.727,50.783,156.920,16.756,9.088,15.332,27.903,350.000,0.000,0.000,0.000,914.950,0.000,0.000,310.000,200.000,13.786,27.478,61.055
572.723,25.000,25.000,0.000,15108.727,50.783,156.920,16.756,9.088,15.332,27.903,350.000,0.000,0.000,0.000,914.950,0.000,0.000,310.000,200.000,13.786,27.478,61.055
572.885,25.000,25.000,0.000,15086.491,50.783,156.920,16.756,9.088,15.332,27.903,350.000,0.000,0.000,0.000,914.950,0.000,0.000,310.000,200.000,13.786,27.478,61.055
572.993,25.000,25.000,0.000,15064.760,50.783,156.920,16.756,9.088,15.332,27.903,350.000,0.000,0.000,0.000,914.950,0.000,0.000,310.000,200.000,13.436,26.658,60.026
573.101,25.000,25.000,0.000,15054.548,49.129,159.156,16.619,8.965,14.955,26.537,350.000,0.000,0.000,0.000,914.950,0.000,0.000,310.000,200.000,13.436,26.658,60.026
573.207,25.000,25.000,0.000,15054.548,49.129,159.156,16.619,8.965,14.955,26.537,350.000,0.000,0.000,0.000,914.950,0.000,0.000,310.000,200.000,13.436,26.658,60.026
573.317,25.000,25.000,0.000,15158.544,49.129,159.156,16.619,8.965,14.955,26.537,350.000,0.000,0.000,0.000,914.950,0.000,0.000,310.000,200.000,13.436,26.658,60.026
573.430,25.000,25.000,0.000,15170.965,49.129,159.156,16.619,8.965,14.955,26.537,350.000,0.000,0.000,0.000,914.950,0.000,0.000,310.000,200.000,13.436,26.658,60.026
573.539,25.000,25.000,0.000,15170.965,49.129,159.156,17.232,8.695,14.882,27.775,350.000,0.000,0.000,0.000,914.950,0.000,0.000,310.000,200.000,13.556,26.665,60.399
573.649,25.000,25.000,0.000,15060.279,48.503,154.133,17.232,8.695,14.882,27.775,350.000,0.000,0.000,0.000,914.950,0.000,0.000,310.000,200.000,13.556,26.665,60.399
573.757,25.000,25.000,0.000,15240.286,48.503,154.133,17.232,8.695,14.882,27.775,350.000,0.000,0.000,0.000,914.950,0.000,0.000,310.000,200.000,13.556,26.665,60.399
573.866,25.000,25.000,0.000,15240.286,48.503,154.133,17.232,8.695,14.882,27.775,350.000,0.000,0.000,0.000,914.950,0.000,0.000,310.000,200.000,13.556,26.665,60.399
573.976,25.000,25.000,0.000,14930.085,48.503,154.133,17.232,8.695,14.882,27.775,350.000,0.000,0.000,0.000,914.950,0.000,0.000,310.000,200.000,13.556,26.665,60.399
574.090,24.990,25.000,0.000,14850.518,45.860,150.268,16.498,8.645,14.681,26.811,350.000,0.000,0.000,0.000,914.950,0.000,0.000,310.000,200.000,13.254,25.833,59.211
574.200,25.000,25.000,0.000,14850.518,45.860,150.268,16.498,8.645,14.681,26.811,350.000,0.000,0.000,0.000,914.950,0.000,0.000,310.000,200.000,13.254,25.833,59.211
574.319,25.000,25.000,0.000,15096.519,45.860,150.268,16.498,8.645,14.681,26.811,350.000,0.000,0.000,0.000,914.950,0.000,0.000,310.000,200.000,13.254,25.833,59.211
574.436,25.000,25.000,0.000,15019.543,45.860,150.268,16.498,8.645,14.681,26.811,350.000,0.000,0.000,0.000,914.950,0.000,0.000,310.000,200.000,13.254,25.833,59.211
574.553,25.000,25.000,0.000,15019.543,45.860,156.531,16.705,8.810,14.928,26.744,350.000,0.000,0.000,0.000,914.950,0.000,0.000,310.000,200.000,13.319,26.975,60.551
574.674,25.000,25.000,0.000,14912.370,50.188,156.531,16.705,8.810,14.928,26.744,350.000,0.000,0.000,0.000,914.950,0.000,0.000,310.000,200.000,13.319,26.975,60.551
574.797,25.000,25.000,0.000,14864.891,50.188,156.531,16.705,8.810,14.928,26.744,350.000,0.000,0.000,0.000,914.950,0.000,0.000,310.000,200.000,13.319,26.975,60.551
574.916,25.000,25.000,0.000,15065.594,50.188,156.531,16.705,8.810,14.928,26.744,350.000,0.000,0.000,0.000,914.950,0.000,0.000,310.000,200.000,13.319,26.975,60.551
575.040,25.000,25.000,0.000,15065.594,50.188,156.531,16.705,9.032,15.131,26.981,350.000,0.000,0.000,0.000,914.950,0.000,0.000,310.000,200.000,13.620,26.760,60.034
575.157,25.000,25.000,0.000,14879.792,48.667,152.936,16.957,9.032,15.131,26.981,350.000,0.000,0.000,0.000,914.950,0.000,0.000,310.000,200.000,13.620,26.760,60.034
575.269,25.010,25.000,0.000,14798.087,48.667,152.936,16.957,9.032,15.131,26.981,350.000,0.000,0.000,0.000,914.950,0.000,0.000,310.000,200.000,13.620,26.760,60.034
575.388,25.000,25.000,0.000,14798.087,48.667,152.936,16.957,9.032,15.131,26.981,350.000,0.000,0.000,0.000,914.950,0.000,0.000,310.000,200.000,13.620,26.760,60.034
575.506,25.000,25.000,0.000,14890.202,48.667,152.936,16.957,9.032,15.131,26.981,350.000,0.000,0.000,0.000,914.950,0.000,0.000,310.000,200.000,13.406,26.367,59.518
575.619,25.000,25.000,0.000,14996.313,48.374,154.904,16.753,8.845,14.778,26.267,350.000,0.000,0.000,0.000,914.950,0.000,0.000,310.000,200.000,13.406,26.367,59.518
575.727,25.000,25.000,0.000,14996.313,48.374,154.904,16.753,8.845,14.778,26.267,350.000,0.000,0.000,0.000,914.950,0.000,0.000,310.000,200.000,13.406,26.367,59.518
575.836,25.010,25.000,0.000,14883.607,48.374,154.904,16.753,8.845,14.778,26.267,350.000,0.000,0.000,0.000,914.950,0.000,0.000,310.000,200.000,13.406,26.367,59.518
575.945,25.000,25.000,0.000,14924.872,48.374,154.904,16.753,8.845,14.778,26.267,350.000,0.000,0.000,0.000,914.950,0.000,0.000,310.000,200.000,13.406,26.367,59.518
576.053,25.000,25.000,0.000,14924.872,48.374,154.904,16.889,9.090,15.282,27.262,350.000,0.000,0.000,0.000,914.950,0.000,0.000,310.000,200.000,13.690,26.946,60.945
576.162,24.990,25.000,0.000,14898.560,48.813,156.506,16.889,9.090,15.282,27.262,350.000,0.000,0.000,0.000,914.950,0.000,0.000,310.000,200.000,13.690,26.946,60.945
576.274,25.000,25.000,0.000,14624.886,48.813,156.506,16.889,9.090,15.282,27.262,350.000,0.000,0.000,0.000,914.950,0.000,0.000,310.000,200.000,13.690,26.946,60.945
576.384,25.000,25.000,0.000,14624.886,48.813,156.506,16.889,9.090,15.282,27.262,350.000,0.000,0.000,0.000,914.950,0.000,0.000,310.000,200.000,13.690,26.946,60.945
576.506,25.000,25.000,0.000,14766.418,48.813,156.506,16.889,9.090,15.282,27.262,350.000,0.000,0.000,0.000,914.950,0.000,0.000,310.000,200.000,13.690,26.976,61.403
576.616,25.000,25.000,0.000,14876.745,50.068,157.959,15.979,8.908,15.155,27.167,350.000,0.000,0.000,0.000,914.950,0.000,0.000,310.000,200.000,13.132,26.976,61.403
576.724,25.000,25.000,0.000,14876.745,50.068,157.959,15.979,8.908,15.155,27.167,350.000,0.000,0.000,0.000,914.950,0.000,0.000,310.000,200.000,13.132,26.976,61.403
576.833,25.000,25.000,0.000,14814.299,50.068,157.959,15.979,8.908,15.155,27.167,350.000,0.000,0.000,0.000,914.950,0.000,0.000,310.000,200.000,13.132,26.976,61.403
576.942,24.990,25.000,0.000,14724.211,50.068,157.959,15.979,8.908,15.155,27.167,350.000,0.000,0.000,0.000,914.950,0.000,0.000,310.000,200.000,13.132,26.976,61.403
577.052,25.000,25.000,0.000,14724.211,50.068,157.959,15.979,9.091,15.328,27.302,350.000,0.000,0.000,0.000,914.950,0.000,0.000,310.000,200.000,13.503,27.600,60.672
577.162,25.000,25.000,0.000,14913.795,51.724,154.332,16.494,9.091,15.328,27.302,350.000,0.000,0.000,0.000,914.950,0.000,0.000,310.000,200.000,13.503,27.600,60.672
577.269,25.000,25.000,0.000,14906.081,51.724,154.332,16.494,9.091,15.328,27.302,350.000,0.000,0.000,0.000,914.950,0.000,0.000,310.000,200.000,13.503,27.600,60.672
577.380,25.000,25.000,0.000,14906.081,51.724,154.332,16.494,9.091,15.328,27.302,350.000,0.000,0.000,0.000,914.950,0.000,0.000,310.000,200.000,13.503,27.600,60.672
577.489,24.990,25.000,0.000,14713.867,51.724,154.332,16.494,9.091,15.328,27.302,350.000,0.000,0.000,0.000,914.950,0.000,0.000,310.000,200.000,13.503,27.600,60.672
577.600,24.990,25.000,0.000,14615.824,49.028,153.752,15.562,8.844,14.972,26.764,350.000,0.000,0.000,0.000,914.950,0.000,0.000,310.000,200.000,12.899,26.630,60.238
577.711,25.000,25.000,0.000,14615.824,49.028,153.752,15.562,8.844,14.972,26.764,350.000,0.000,0.000,0.000,914.950,0.000,0.000,310.000,200.000,12.899,26.630,60.238
577.822,25.000,25.000,0.000,14515.432,49.028,153.752,15.562,8.844,14.972,26.764,350.000,0.000,0.000,0.000,914.950,0.000,0.000,310.000,200.000,12.899,26.630,60.238
577.929,24.990,25.000,0.000,14766.240,49.028,153.752,15.562,8.844,14.972,26.764,350.000,0.000,0.000,0.000,914.950,0.000,0.000,310.000,200.000,12.899,26.630,60.238
578.035,25.000,25.000,0.000,14766.240,49.028,153.752,15.562,8.844,14.972,26.764,350.000,0.000,0.000,0.000,914.950,0.000,0.000,310.000,200.000,13.524,27.617,63.604
578.143,25.000,25.000,0.000,14742.881,51.665,164.162,16.385,9.029,15.359,29.332,350.000,0.000,0.000,0.000,914.950,0.000,0.000,310.000,200.000,13.524,27.617,63.604
578.251,25.000,25.000,0.000,14632.606,51.665,164.162,16.385,9.029,15.359,29.332,350.000,0.000,0.000,0.000,914.950,0.000,0.000,310.000,200.000,13.524,27.617,63.604
578.363,24.990,25.000,0.000,14632.606,51.665,164.162,16.385,9.029,15.359,29.332,350.000,0.000,0.000,0.000,914.950,0.000,0.000,310.000,200.000,13.524,27.617,63.604
578.473,25.000,25.000,0.000,14566.985,51.665,164.162,16.385,9.029,15.359,29.332,350.000,0.000,0.000,0.000,914.950,0.000,0.000,310.000,200.000,13.524,27.617,63.604
578.583,24.990,25.000,0.000,14566.985,52.119,160.914,15.646,9.134,15.532,28.645,350.000,0.000,0.000,0.000,914.950,0.000,0.000,310.000,200.000,13.455,27.864,62.815
578.694,24.990,25.000,0.000,14763.125,52.119,160.914,15.646,9.134,15.532,28.645,350.000,0.000,0.000,0.000,914.950,0.000,0.000,310.000,200.000,13.455,27.864,62.815
578.803,25.000,25.000,0.000,14567.096,52.119,160.914,15.646,9.134,15.532,28.645,350.000,0.000,0.000,0.000,914.950,0.000,0.000,310.000,200.000,13.455,27.864,62.815
578.914,25.000,25.000,0.000,14567.096,52.119,160.914,15.646,9.134,15.532,28.645,350.000,0.000,0.000,0.000,914.950,0.000,0.000,310.000,200.000,13.455,27.864,62.815
579.025,25.000,25.000,0.000,14606.473,52.119,160.914,15.646,9.134,15.538,29.525,350.000,0.000,0.000,0.000,914.950,0.000,0.000,310.000,200.000,13.730,28.160,64.905
579.135,25.000,25.000,0.000,14658.598,53.123,167.296,16.740,9.128,15.538,29.525,350.000,0.000,0.000,0.000,914.950,0.000,0.000,310.000,200.000,13.730,28.160,64.905
579.244,25.000,25.000,0.000,14633.209,53.123,167.296,16.740,9.128,15.538,29.525,350.000,0.000,0.000,0.000,914.950,0.000,0.000,310.000,200.000,13.730,28.160,64.905
579.360,25.000,25.000,0.000,14633.209,53.123,167.296,16.740,9.128,15.538,29.525,350.000,0.000,0.000,0.000,914.950,0.000,0.000,310.000,200.000,13.730,28.160,64.905
579.472,25.000,25.000,0.000,14620.209,53.123,167.296,16.740,9.128,15.538,29.525,350.000,0.000,0.000,0.000,914.950,0.000,0.000,310.000,200.000,13.730,28.160,64.905
579.583,24.990,25.000,0.000,14581.743,55.393,158.949,17.357,9.202,15.525,28.499,350.000,0.000,0.000,0.000,914.950,0.000,0.000,310.000,200.000,14.194,28.864,62.076
579.699,24.990,25.000,0.000,14581.743,55.393,158.949,17.357,9.202,15.525,28.499,350.000,0.000,0.000,0.000,914.950,0.000,0.000,310.000,200.000,14.194,28.864,62.076
579.808,25.000,25.000,0.000,14535.743,55.393,158.949,17.357,9.202,15.525,28.499,350.000,0.000,0.000,0.000,914.950,0.000,0.000,310.000,200.000,14.194,28.864,62.076
579.925,25.000,25.000,0.000,14644.180,55.393,158.949,17.357,9.202,15.525,28.499,350.000,0.000,0.000,0.000,914.950,0.000,0.000,310.000,200.000,14.194,28.864,62.076
580.034,25.000,25.000,0.000,14644.180,55.393,158.949,17.357,9.202,15.525,28.499,350.000,0.000,0.000,0.000,914.950,0.000,0.000,310.000,200.000,13.291,27.105,62.111
580.143,25.000,25.000,0.000,14488.509,50.381,163.081,16.297,8.790,14.997,27.927,350.000,0.000,0.000,0.000,914.950,0.000,0.000,310.000,200.000,13.291,27.105,62.111
580.252,25.000,25.000,0.000,14629.937,50.381,163.081,16.297,8.790,14.997,27.927,350.000,0.000,0.000,0.000,914.950,0.000,0.000,310.000,200.000,13.291,27.105,62.111
580.362,25.000,25.000,0.000,14629.937,50.381,163.081,16.297,8.790,14.997,27.927,350.000,0.000,0.000,0.000,914.950,0.000,0.000,310.000,200.000,13.291,27.105,62.111
580.472,25.000,25.000,0.000,14673.730,50.381,163.081,16.297,8.790,14.997,27.927,350.000,0.000,0.000,0.000,914.950,0.000,0.000,310.000,200.000,13.291,27.105,62.111
580.584,25.000,25.000,0.000,14709.662,48.553,162.686,16.395,9.133,15.330,28.731,350.000,0.000,0.000,0.000,914.950,0.000,0.000,310.000,200.000,13.605,27.118,61.849
580.693,25.000,25.000,0.000,14709.662,48.553,162.686,16.395,9.133,15.330,28.731,350.000,0.000,0.000,0.000,914.950,0.000,0.000,310.000,200.000,13.605,27.118,61.849
580.806,25.000,25.000,0.000,14802.562,48.553,162.686,16.395,9.133,15.330,28.731,350.000,0.000,0.000,0.000,915.000,0.000,0.000,310.000,200.000,13.605,27.118,61.849
580.916,25.000,25.000,0.000,14595.879,48.553,162.686,16.395,9.133,15.330,28.731,350.000,0.000,0.000,0.000,915.000,0.000,0.000,310.000,200.000,13.605,27.118,61.849
581.024,25.000,25.000,0.000,14595.879,48.553,162.686,16.395,9.133,15.330,28.731,350.000,0.000,0.000,0.000,915.000,0.000,0.000,310.000,200.000,13.014,26.037,60.031
581.132,25.000,25.000,0.000,14380.163,47.617,157.747,15.595,8.756,14.686,26.461,350.000,0.000,0.000,0.000,915.000,0.000,0.000,310.000,200.000,13.014,26.037,60.031
581.243,25.010,25.000,0.000,14429.301,47.617,157.747,15.595,8.756,14.686,26.461,350.000,0.000,0.000,0.000,915.000,0.000,0.000,310.000,200.000,13.014,26.037,60.031
581.349,25.000,25.000,0.000,14429.301,47.617,157.747,15.595,8.756,14.686,26.461,350.000,0.000,0.000,0.000,915.000,0.000,0.000,310.000,200.000,13.014,26.037,60.031
581.459,25.000,25.000,0.000,14743.974,47.617,157.747,15.595,8.756,14.686,26.461,350.000,0.000,0.000,0.000,914.950,0.000,0.000,310.000,200.000,13.014,26.037,60.031
581.565,25.000,25.000,0.000,14743.974,50.423,152.211,16.750,8.997,15.195,27.260,350.000,0.000,0.000,0.000,914.950,0.000,0.000,310.000,200.000,13.632,27.364,59.760
581.675,25.000,25.000,0.000,14709.468,50.423,152.211,16.750,8.997,15.195,27.260,350.000,0.000,0.000,0.000,914.950,0.000,0.000,310.000,200.000,13.632,27.364,59.760
581.783,25.000,25.000,0.000,14660.399,50.423,152.211,16.750,8.997,15.195,27.260,350.000,0.000,0.000,0.000,915.000,0.000,0.000,310.000,200.000,13.632,27.364,59.760
581.894,25.000,25.000,0.000,14660.399,50.423,152.211,16.750,8.997,15.195,27.260,350.000,0.000,0.000,0.000,915.000,0.000,0.000,310.000,200.000,13.632,27.364,59.760
582.003,25.000,25.000,0.000,14549.203,50.423,152.211,16.750,8.997,15.195,27.260,350.000,0.000,0.000,0.000,915.000,0.000,0.000,310.000,200.000,13.632,26.287,59.399
582.109,25.000,25.000,0.000,14720.139,47.134,156.894,15.402,8.899,15.018,26.671,350.000,0.000,0.000,0.000,915.000,0.000,0.000,310.000,200.000,12.978,26.287,59.399
582.220,25.000,25.000,0.000,14720.139,47.134,156.894,15.402,8.899,15.018,26.671,350.000,0.000,0.000,0.000,915.000,0.000,0.000,310.000,200.000,12.978,26.287,59.399
582.327,25.000,25.000,0.000,14662.434,47.134,156.894,15.402,8.899,15.018,26.671,350.000,0.000,0.000,0.000,915.000,0.000,0.000,310.000,200.000,12.978,26.287,59.399
582.434,25.000,25.000,0.000,14644.370,47.134,156.894,15.402,8.899,15.018,26.671,350.000,0.000,0.000,0.000,915.000,0.000,0.000,310.000,200.000,12.978,26.287,59.399
582.545,25.000,25.000,0.000,14644.370,47.134,156.894,15.402,8.899,14.888,26.740,350.000,0.000,0.000,0.000,915.000,0.000,0.000,310.000,200.000,13.175,26.318,59.019
582.655,25.000,25.000,0.000,14729.253,48.064,154.993,15.961,8.840,14.888,26.740,350.000,0.000,0.000,0.000,915.000,0.000,0.000,310.000,200.000,13.175,26.318,59.019
582.765,25.000,25.000,0.000,14747.316,48.064,154.993,15.961,8.840,14.888,26.740,350.000,0.000,0.000,0.000,915.000,0.000,0.000,310.000,200.000,13.175,26.318,59.019
582.876,25.000,25.000,0.000,14747.316,48.064,154.993,15.961,8.840,14.888,26.740,350.000,0.000,0.000,0.000,915.000,0.000,0.000,310.000,200.000,13.175,26.318,59.019
582.987,25.000,25.000,0.000,14809.880,48.064,154.993,15.961,8.840,14.888,26.740,350.000,0.000,0.000,0.000,915.000,0.000,0.000,310.000,200.000,13.175,26.318,59.019
